,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
R-RNO-6806942,MET Receptor Activation,15377,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6807004,Negative regulation of MET activity,15377,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6807047,Cholesterol biosynthesis via desmosterol,15377,15378,15379,16113,16290,16474,17737,18009,18252,27910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6807062,Cholesterol biosynthesis via lathosterol,15377,15378,15379,16113,16474,16608,17168,17759,18009,18252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6807505,RNA polymerase II transcribes snRNA genes,15713,15996,17677,17825,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6807878,COPI-mediated anterograde transport,15996,17552,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6809371,Formation of the cornified envelope,15377,17855,18035,23367,33575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811434,COPI-dependent Golgi-to-ER retrograde traffic,15996,17552,30616,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811436,COPI-independent Golgi-to-ER retrograde traffic,15346,15377,15514,15996,16110,17504,17552,30616,35366,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811438,Intra-Golgi traffic,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811440,Retrograde transport at the Trans-Golgi-Network,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811555,PI5P Regulates TP53 Acetylation,15377,16500,18348,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",15377,15996,16500,16618,17526,18348,28815,30616,43474,456216,50114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-6814848,Glycerophospholipid catabolism,15377,15978,16870,17268,17408,18132,57560,58168,58444,60479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68616,Assembly of the ORC complex at the origin of replication,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68689,CDC6 association with the ORC:origin complex,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68827,CDT1 association with the CDC6:ORC:origin complex,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68867,Assembly of the pre-replicative complex,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68875,Mitotic Prophase,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68877,Mitotic Prometaphase,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68881,Mitotic Metaphase/Anaphase Transition,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68884,Mitotic Telophase/Cytokinesis,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68911,G2 Phase,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68949,Orc1 removal from chromatin,30616,456216,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68952,DNA replication initiation,15713,15996,16284,16311,16497,17677,18077,30616,33697,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-68962,Activation of the pre-replicative complex,30616,43474,456216,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69017,CDK-mediated phosphorylation and removal of Cdc6,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69091,Polymerase switching,30616,33697,456216,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69166,Removal of the Flap Intermediate,16027,16695,17345,17361,33697,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69183,Processive synthesis on the lagging strand,33697,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69202,Cyclin E associated events during G1/S transition ,15377,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69231,Cyclin D associated events in G1,15377,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69273,Cyclin A/B1/B2 associated events during G2/M transition,15377,15414,16680,17790,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69473,G2/M DNA damage checkpoint,29105,30616,456216,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69478,G2/M DNA replication checkpoint,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69541,Stabilization of p53,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-69656,Cyclin A:Cdk2-associated events at S phase entry,15377,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70171,Glycolysis,15351,15361,15377,15378,15873,16027,17489,17925,18148,18420,19324,28602,28938,29103,30616,30769,32966,43474,456216,57540,57604,57634,57642,57945,58225,58272,58289,58702,59776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70221,Glycogen breakdown (glycogenolysis),15377,16027,16077,17925,18420,29035,29108,30616,456216,58225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70263,Gluconeogenesis,15351,15361,15377,15378,15956,15996,16027,16526,16810,17552,17925,18420,29035,29985,29991,30616,30744,30769,30797,32966,43474,456216,57540,57604,57634,57642,57945,58225,58272,58289,58702,59776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70268,Pyruvate metabolism,15346,15351,15361,15378,15694,16238,16474,16526,16856,17158,18009,18420,29105,30797,422,57540,57945,58937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70350,Fructose catabolism,15377,15378,15824,17378,18105,18420,29103,30616,32398,456216,57540,57642,57945,58272,59776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70370,Galactose catabolism,16077,17118,17973,18066,18307,18420,30616,456216,57540,58225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70635,Urea cycle,15346,15351,15377,15682,15729,16027,16199,16349,16474,17533,17544,17672,28938,29035,29888,29985,29991,30616,32682,37154,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70688,Proline catabolism,15377,15378,16238,17232,17388,17877,18240,29985,57540,57945,60039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70895,Branched-chain amino acid catabolism,11805,15346,15351,15377,15378,15449,15467,15476,15477,15478,15479,15486,15487,15488,15539,16238,16256,16526,16530,16810,17544,17865,17877,27754,28259,28654,29035,29985,30616,43474,456216,57427,57540,57762,57945,58045,58937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-70921,Histidine catabolism,15377,15378,15414,15635,15639,15727,16526,16680,16958,18295,18323,18327,27384,28938,29985,30616,30817,32513,43474,456216,57540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71032,Propionyl-CoA catabolism,15465,15466,15539,16526,18408,30616,43474,456216,57292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71064,Lysine catabolism,15346,15377,15378,15379,15473,15524,15753,15996,16134,16187,16238,16240,16474,16526,16752,16810,16927,17082,17460,17552,17877,17917,18009,29985,30913,32551,43474,57540,57945,58769,58937,60175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71240,Tryptophan catabolism,15361,15377,15378,15379,15793,16474,16810,16946,17380,17442,17627,18009,18377,29033,29044,29985,32513,43580,55528,57427,57762,57844,57912,57972,58045,58095,58315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71262,Carnitine synthesis,15377,15378,15379,15786,16244,16526,16810,17126,17311,18020,29033,30031,38290,57305,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71288,Creatine metabolism,15378,15414,15729,16344,16680,16919,17287,29101,30616,32682,456216,57305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71336,Pentose phosphate pathway,11563,15343,15377,15378,15721,16132,16474,16526,16802,16863,16897,16938,17363,18009,18420,29033,30616,35425,456216,47013,57634,57737,58225,58937,59776,78679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71384,Ethanol oxidation,15343,15346,15351,15366,15377,15378,16027,16225,16236,29105,29888,30089,30616,48926,57540,57945,58758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71403,Citric acid cycle (TCA cycle),151,15346,15351,15361,15377,15378,15996,16238,16474,16526,16810,17460,17552,18009,18012,18420,29035,30031,30408,30616,30744,30769,30797,43474,456216,57292,57540,57945,58937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-71737,Pyrophosphate hydrolysis,15377,18420,29888,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72086,mRNA Capping,15414,15996,16680,17345,17552,33697,43474,4705,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72163,mRNA Splicing - Major Pathway,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72165,mRNA Splicing - Minor Pathway,33697,74035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72187,mRNA 3'-end processing,30616,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72200,mRNA Editing: C to U Conversion,15377,16134,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72203,Processing of Capped Intron-Containing Pre-mRNA,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72649,Translation initiation complex formation,15996,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",30616,36080,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72695,"Formation of the ternary complex, and subsequently, the 43S complex",15996,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72702,Ribosomal scanning and start codon recognition,15996,2651,30616,36080,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,15996,17552,2651,36080,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72731,Recycling of eIF2:GDP,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-72764,Eukaryotic Translation Termination,15377,15414,15996,16680,36080,83690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-727802,Transport of nucleotide sugars,15820,16082,16264,16556,16650,16695,17009,17200,17345,17361,17980,18066,18307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73614,Pyrimidine salvage,15377,15698,15918,16450,16695,16704,17013,17361,17562,17568,17622,17748,17802,17821,18116,18420,28542,28938,29105,30616,35425,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73621,Pyrimidine catabolism,15377,15378,15698,15901,15918,16238,16320,16450,16474,16526,16695,1670,16704,16958,17013,17361,17562,17568,17621,17622,17748,17821,18009,18261,18420,27468,28070,28542,28895,28938,29105,30408,35425,43474,456216,46322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73728,RNA Polymerase I Promoter Opening,27551,30616,456216,4705,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73762,RNA Polymerase I Transcription Initiation,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73772,RNA Polymerase I Promoter Escape,15713,15996,17677,30616,33697,4705,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73776,RNA Polymerase II Promoter Escape,15713,15996,16027,17677,29888,30616,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73817,Purine ribonucleoside monophosphate biosynthesis,15377,15378,15635,15637,15652,15919,15996,16027,16526,17111,17202,17284,17345,17552,17909,18272,18319,18349,18381,18406,18413,18420,28413,28843,29033,29888,29985,29991,30616,32966,37154,43474,456216,57305,57540,57945,58359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73843,5-Phosphoribose 1-diphosphate biosynthesis,16027,16284,17111,17713,18420,30616,43474,78679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73856,RNA Polymerase II Transcription Termination,23367,30616,33697,33699,74035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73930,Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,33447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-73943,Reversal of alkylation damage by DNA dioxygenases,16335,16526,16810,16842,21891,29033,30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74217,Purine salvage,15377,15378,16027,16192,16235,16335,16474,16708,16750,17111,17172,17202,17256,17345,17368,17596,17713,18009,18420,28542,28806,28938,28997,29888,30616,35425,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74259,Purine catabolism,10049,15377,15379,15652,16027,16039,16192,16235,16238,16240,16335,16750,16856,17172,17202,17256,17345,17368,17596,17712,17713,17775,17858,18420,19569,28542,28806,28807,28938,28997,29105,29888,30408,35425,43474,44074,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74713,IRS activation,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74749,Signal attenuation,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74751,Insulin receptor signalling cascade,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-74752,Signaling by Insulin receptor,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75094,Formation of the Editosome,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75102,C6 deamination of adenosine,15377,16134,33697,67208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75105,Fatty acyl-CoA biosynthesis,15346,15351,15377,15378,15379,15525,15531,15534,15541,15756,16474,16518,16526,17544,18009,18097,30616,30744,30769,30797,36080,43474,456216,84646,84648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75109,Triglyceride biosynthesis,15346,15372,15375,15377,15379,15978,16975,17389,17754,17815,17855,17984,29089,30616,35746,37554,43474,456216,52575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75205,Dissolution of Fibrin Clot,29105,36080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75876,Synthesis of very long-chain fatty acyl-CoAs,15346,15377,15378,15456,15514,15525,15527,15531,15541,15756,15843,16027,16474,16526,18009,27283,29888,30616,50570,50571,50583,50998,52328,61910,63821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-RNO-75893,TNF signaling,29105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
